x_id,earthquake_id,provider,title,date,mag,depth,geojson,location_properties,rev,date_time,created_at,location_tz
65f970bc86e26cb6ccc54f24,SkVcVOhkSEgPv,kandilli,KARAGOL-CELIKHAN (ADIYAMAN),2024.03.19 07:26:34,3.4,2.8,,,,2024-03-19 07:26:34,1710829594,Europe/Istanbul
65f970bc86e26cb6ccc54f25,LygCZDjHKk5Gr,kandilli,KOYCEGIZ (MUGLA),2024.03.19 07:14:55,1.4,6.7,,,,2024-03-19 07:14:55,1710828895,Europe/Istanbul
65f970bc86e26cb6ccc54f26,389M0O_7q9Do9,kandilli,DURULDU-(MALATYA),2024.03.19 07:03:51,3.2,5.6,,,,2024-03-19 07:03:51,1710828231,Europe/Istanbul
65f970bc86e26cb6ccc54f27,NjMULPLl0zax0,kandilli,GUMUSDOVEN-ELBISTAN (KAHRAMANMARAS),2024.03.19 06:53:24,1.8,4.1,,,,2024-03-19 06:53:24,1710827604,Europe/Istanbul
65f970bc86e26cb6ccc54f28,aDD5YM6vV2_dQ,kandilli,OZCANLI-ELBISTAN (KAHRAMANMARAS),2024.03.19 06:52:54,1.8,15.6,,,,2024-03-19 06:52:54,1710827574,Europe/Istanbul
65f970bc86e26cb6ccc54f29,xoAVhWeqOP1Uk,kandilli,ARMUTALAN-ELBISTAN (KAHRAMANMARAS),2024.03.19 06:09:03,1.4,22.2,,,,2024-03-19 06:09:03,1710824943,Europe/Istanbul
65f970bc86e26cb6ccc54f2a,wxn907WUNSuW_,kandilli,KARACA-MARMARIS (MUGLA),2024.03.19 05:52:13,0.9,4.1,,,,2024-03-19 05:52:13,1710823933,Europe/Istanbul
65f970bc86e26cb6ccc54f2b,HjkIAX5Y8YOuN,kandilli,KUMYAKA-MUDANYA (BURSA),2024.03.19 05:47:17,0.8,7.4,,,REVIZE01   (2024.03.19 05:47:17),2024-03-19 05:47:17,1710823637,Europe/Istanbul
65f970bc86e26cb6ccc54f2c,Y0Ky5mQqiFYbI,kandilli,CICEKLI-ANDIRIN (KAHRAMANMARAS),2024.03.19 05:20:08,1.4,5.4,,,,2024-03-19 05:20:08,1710822008,Europe/Istanbul
65f970bc86e26cb6ccc54f2d,6hNmKGFTp3mj0,kandilli,KURUDERE-DARENDE (MALATYA),2024.03.19 04:57:54,1.3,8.1,,,,2024-03-19 04:57:54,1710820674,Europe/Istanbul
65f970bc86e26cb6ccc54f2e,zCtesPnemWuPB,kandilli,KUCUKHACIBEY-ELDIVAN (CANKIRI),2024.03.19 04:56:22,1.8,17.5,,,,2024-03-19 04:56:22,1710820582,Europe/Istanbul
65f970bc86e26cb6ccc54f2f,A_y6pAuRhiv3e,kandilli,KIRLANGIC-YESILYURT (MALATYA),2024.03.19 04:52:50,1.2,22.6,,,,2024-03-19 04:52:50,1710820370,Europe/Istanbul
65f970bc86e26cb6ccc54f30,WP6DYmBNO4yVf,kandilli,BAHTILLI-SIMAV (KUTAHYA),2024.03.19 04:25:23,0.7,4.8,,,,2024-03-19 04:25:23,1710818723,Europe/Istanbul
65f970bc86e26cb6ccc54f31,h_KhuOPOR3oC1,kandilli,GUMUSDOVEN-ELBISTAN (KAHRAMANMARAS),2024.03.19 04:19:59,1.4,6,,,,2024-03-19 04:19:59,1710818399,Europe/Istanbul
65f970bc86e26cb6ccc54f32,VvUr1xQPYFL2J,kandilli,AKBAYIR-ELBISTAN (KAHRAMANMARAS),2024.03.19 04:15:13,2,10.3,,,,2024-03-19 04:15:13,1710818113,Europe/Istanbul
65f970bc86e26cb6ccc54f33,qswMJXTi6pGYW,kandilli,DURASIL-AKHISAR (MANISA),2024.03.19 04:03:12,1.8,7.7,,,,2024-03-19 04:03:12,1710817392,Europe/Istanbul
65f970bc86e26cb6ccc54f34,HheAmlodqm2Jq,kandilli,DURASIL-AKHISAR (MANISA),2024.03.19 03:51:32,2.7,7.5,,,,2024-03-19 03:51:32,1710816692,Europe/Istanbul
65f970bc86e26cb6ccc54f35,ZTfYhQnzGYmpD,kandilli,KOZLU-(BOLU),2024.03.19 03:36:54,1.7,4.2,,,,2024-03-19 03:36:54,1710815814,Europe/Istanbul
65f970bc86e26cb6ccc54f36,OaXmfj4x9gv6n,kandilli,AVCILAR ACIKLARI-ISTANBUL (MARMARA DENIZI),2024.03.19 03:34:14,1.4,12.2,,,,2024-03-19 03:34:14,1710815654,Europe/Istanbul
65f970bc86e26cb6ccc54f37,yVF0ouspwnqJ3,kandilli,YALINTAS-ELBISTAN (KAHRAMANMARAS),2024.03.19 02:15:27,1.7,7.9,,,,2024-03-19 02:15:27,1710810927,Europe/Istanbul
65f970bc86e26cb6ccc54f38,8oneFgIIZYS_L,kandilli,YEDIOLUK-SARIZ (KAYSERI),2024.03.19 01:56:48,1.4,13.1,,,,2024-03-19 01:56:48,1710809808,Europe/Istanbul
65f970bc86e26cb6ccc54f39,gl0Kim7TsHNqH,kandilli,FINDIKLIKOYAK-GOKSUN (KAHRAMANMARAS),2024.03.19 01:47:10,1.2,10.7,,,,2024-03-19 01:47:10,1710809230,Europe/Istanbul
65f970bc86e26cb6ccc54f3a,UNa9bpTIoHftu,kandilli,BASMEZRA-PUTURGE (MALATYA),2024.03.19 00:25:03,1.3,4.2,,,,2024-03-19 00:25:03,1710804303,Europe/Istanbul
65f970bc86e26cb6ccc54f3b,gCTUOEfdRRlkM,kandilli,CUMAALANI-CAMELI (DENIZLI),2024.03.18 23:47:24,1.3,2,,,,2024-03-18 23:47:24,1710802044,Europe/Istanbul
65f970bc86e26cb6ccc54f3c,txZq31Z1rtz8r,kandilli,GEMLIK KORFEZI (MARMARA DENIZI),2024.03.18 22:44:45,1.5,5.4,,,,2024-03-18 22:44:45,1710798285,Europe/Istanbul
65f970bc86e26cb6ccc54f3d,ckmkCWKS7wcZI,kandilli,KUMYAKA-MUDANYA (BURSA),2024.03.18 22:27:19,2.3,10.2,,,,2024-03-18 22:27:19,1710797239,Europe/Istanbul
65f970bc86e26cb6ccc54f3e,b8ZQdFDcE_sV7,kandilli,SALKONAK-YESILYURT (MALATYA),2024.03.18 22:20:34,1.4,7.4,,,,2024-03-18 22:20:34,1710796834,Europe/Istanbul
65f970bc86e26cb6ccc54f3f,NCEUO1lohmJmK,kandilli,ALTINHUSEYIN-PULUMUR (TUNCELI),2024.03.18 22:14:18,2.1,9.9,,,,2024-03-18 22:14:18,1710796458,Europe/Istanbul
